15:12:17;1556802737260;BMP;25.07;941.97;611.11;38.7;273.63
15:12:18;1556802738428;BMP;25.11;941.97;611.29;38.66;284.02
15:12:19;1556802739693;BMP;25.13;941.97;610.94;38.57;292.86
15:12:20;1556802740956;BMP;25.14;941.99;611.11;38.51;302.26
15:12:22;1556802742222;BMP;25.15;941.97;610.94;38.47;309.94
15:12:23;1556802743488;BMP;25.17;941.97;610.94;38.41;317.72
15:12:24;1556802744754;BMP;25.18;941.99;610.76;38.35;330.8
15:12:26;1556802746020;BMP;25.2;941.99;610.94;38.31;336.89
15:12:27;1556802747286;BMP;25.21;941.97;610.94;38.28;340.73
15:12:28;1556802748450;BMP;25.26;942.03;610.94;38.24;352.01
15:12:29;1556802749716;BMP;25.27;941.97;611.11;38.19;355.43
15:12:30;1556802750982;BMP;25.28;941.99;611.29;38.15;363.27
15:12:32;1556802752244;BMP;25.29;941.97;611.11;38.13;368.15
15:12:33;1556802753509;BMP;25.3;941.97;611.11;38.11;374.42
15:12:34;1556802754770;BMP;25.31;941.97;611.11;38.08;385.78
15:12:36;1556802756036;BMP;25.33;941.97;611.11;38.07;386.9
15:12:37;1556802757301;BMP;25.34;941.99;611.11;38.03;399.6
15:12:38;1556802758566;BMP;25.35;941.97;611.29;38.01;397.46
15:12:39;1556802759830;BMP;25.37;941.97;610.94;37.99;409.13
15:12:41;1556802761097;BMP;25.38;941.97;610.94;37.97;408.63
15:12:42;1556802762361;BMP;25.39;941.95;611.11;37.95;416.25
15:12:43;1556802763628;BMP;25.4;941.97;610.94;37.94;423.89
15:12:44;1556802764792;BMP;25.44;941.97;610.94;37.93;430.99
15:12:46;1556802766059;BMP;25.46;942.01;610.94;37.9;431.83
15:12:47;1556802767320;BMP;25.46;941.99;610.94;37.87;435.48
15:12:48;1556802768585;BMP;25.47;941.97;611.11;37.86;446.52
15:12:49;1556802769849;BMP;25.48;941.99;611.29;37.84;448.01
15:12:51;1556802771110;BMP;25.48;941.97;611.11;37.83;449.82
15:12:52;1556802772376;BMP;25.49;941.99;611.29;37.82;453.78
15:12:53;1556802773642;BMP;25.5;941.97;611.11;37.8;464.49
15:12:54;1556802774807;BMP;25.54;941.97;611.11;37.79;463.2
15:12:56;1556802776072;BMP;25.55;941.97;611.11;37.78;468.72
15:12:57;1556802777337;BMP;25.55;941.99;611.29;37.75;466.43
15:12:58;1556802778604;BMP;25.56;941.97;611.11;37.74;473.7
15:12:59;1556802779868;BMP;25.56;941.97;611.11;37.73;473.36
15:13:01;1556802781132;BMP;25.57;941.99;611.29;37.72;481.19
15:13:02;1556802782398;BMP;25.58;941.97;610.94;37.72;480.5
15:13:03;1556802783664;BMP;25.59;941.95;610.94;37.71;485.73
15:13:04;1556802784926;BMP;25.6;941.97;610.94;37.7;485.73
15:13:06;1556802786194;BMP;25.61;941.95;610.94;37.7;494.7
15:13:07;1556802787456;BMP;25.62;941.97;610.94;37.69;499.13
15:13:08;1556802788719;BMP;25.63;941.95;610.94;37.67;502.88
15:13:09;1556802789982;BMP;25.64;941.97;610.94;37.67;502.88
15:13:11;1556802791248;BMP;25.65;941.97;610.94;37.67;504.39
15:13:12;1556802792511;BMP;25.65;941.97;611.11;37.65;509.38
15:13:13;1556802793777;BMP;25.66;941.95;610.94;37.65;504.01
15:13:15;1556802795043;BMP;25.67;941.99;611.29;37.64;508.61
15:13:16;1556802796308;BMP;25.68;941.97;611.11;37.63;512.11
15:13:17;1556802797573;BMP;25.69;941.97;611.11;37.63;519.26
15:13:18;1556802798838;BMP;25.7;941.97;611.11;37.63;524.97
15:13:20;1556802800103;BMP;25.7;941.95;611.29;37.62;524.14
15:13:21;1556802801370;BMP;25.71;941.97;611.29;37.62;520.47
15:13:22;1556802802633;BMP;25.72;941.95;611.11;37.61;528.7
15:13:23;1556802803899;BMP;25.73;941.97;611.29;37.61;529.95
15:13:25;1556802805164;BMP;25.74;941.95;611.29;37.61;533.76
15:13:26;1556802806429;BMP;25.75;941.95;611.46;37.59;534.61
15:13:27;1556802807692;BMP;25.75;941.95;611.29;37.61;535.89
15:13:28;1556802808954;BMP;25.76;941.93;611.46;37.6;536.32
15:13:30;1556802810216;BMP;25.77;941.95;611.46;37.58;539.35
15:13:31;1556802811484;BMP;25.78;941.93;611.64;37.58;544.61
15:13:32;1556802812749;BMP;25.79;941.95;611.64;37.58;544.17
15:13:34;1556802814014;BMP;25.8;941.93;611.46;37.58;547.29
15:13:35;1556802815279;BMP;25.8;941.93;611.46;37.57;551.34
15:13:36;1556802816544;BMP;25.81;941.93;611.29;37.57;552.71
15:13:37;1556802817711;BMP;25.84;941.91;611.46;37.56;555.46
15:13:38;1556802818978;BMP;25.85;941.93;611.46;37.54;558.71
15:13:40;1556802820243;BMP;25.85;941.93;611.46;37.54;551.34
15:13:41;1556802821505;BMP;25.85;941.91;611.29;37.54;557.31
15:13:42;1556802822770;BMP;25.86;941.91;611.46;37.54;563.88
