15:12:17;1556802737381;BNOA;9.74;-0.37;-0.77
15:12:18;1556802738546;BNOA;9.76;-0.39;-0.73
15:12:19;1556802739811;BNOA;9.75;-0.39;-0.76
15:12:21;1556802741077;BNOA;9.75;-0.35;-0.72
15:12:22;1556802742343;BNOA;9.77;-0.36;-0.79
15:12:23;1556802743609;BNOA;9.84;-0.39;-0.78
15:12:24;1556802744874;BNOA;9.74;-0.3;-0.73
15:12:26;1556802746139;BNOA;9.74;-0.42;-0.75
15:12:27;1556802747405;BNOA;9.75;-0.43;-0.75
15:12:28;1556802748573;BNOA;9.74;-0.34;-0.77
15:12:29;1556802749836;BNOA;9.74;-0.35;-0.74
15:12:31;1556802751101;BNOA;9.75;-0.33;-0.75
15:12:32;1556802752362;BNOA;9.78;-0.37;-0.75
15:12:33;1556802753629;BNOA;9.76;-0.36;-0.73
15:12:34;1556802754890;BNOA;9.74;-0.35;-0.76
15:12:36;1556802756154;BNOA;9.75;-0.46;-0.8
15:12:37;1556802757420;BNOA;9.75;-0.37;-0.75
15:12:38;1556802758687;BNOA;9.75;-0.41;-0.78
15:12:39;1556802759952;BNOA;9.74;-0.4;-0.74
15:12:41;1556802761218;BNOA;9.75;-0.34;-0.76
15:12:42;1556802762481;BNOA;9.76;-0.4;-0.76
15:12:43;1556802763747;BNOA;9.8;-0.45;-0.8
15:12:44;1556802764914;BNOA;9.75;-0.33;-0.73
15:12:46;1556802766177;BNOA;9.94;-0.99;-0.72
15:12:47;1556802767439;BNOA;9.74;-0.34;-0.75
15:12:48;1556802768704;BNOA;9.73;-0.41;-0.72
15:12:49;1556802769968;BNOA;9.76;-0.41;-0.72
15:12:51;1556802771231;BNOA;9.75;-0.38;-0.73
15:12:52;1556802772495;BNOA;9.75;-0.36;-0.74
15:12:53;1556802773762;BNOA;9.75;-0.38;-0.74
15:12:54;1556802774927;BNOA;9.73;-0.35;-0.74
15:12:56;1556802776191;BNOA;9.75;-0.37;-0.73
15:12:57;1556802777457;BNOA;9.74;-0.39;-0.75
15:12:58;1556802778722;BNOA;9.76;-0.35;-0.72
15:12:59;1556802779988;BNOA;9.77;-0.38;-0.72
15:13:01;1556802781253;BNOA;9.76;-0.42;-0.76
15:13:02;1556802782518;BNOA;9.73;-0.38;-0.72
15:13:03;1556802783782;BNOA;9.75;-0.29;-0.79
15:13:05;1556802785048;BNOA;9.73;-0.45;-0.73
15:13:06;1556802786313;BNOA;9.75;-0.4;-0.74
15:13:07;1556802787574;BNOA;9.77;-0.42;-0.77
15:13:08;1556802788837;BNOA;9.75;-0.38;-0.72
15:13:10;1556802790101;BNOA;9.75;-0.38;-0.74
15:13:11;1556802791367;BNOA;9.75;-0.39;-0.72
15:13:12;1556802792632;BNOA;9.74;-0.37;-0.75
15:13:13;1556802793897;BNOA;9.72;-0.35;-0.72
15:13:15;1556802795162;BNOA;9.73;-0.36;-0.76
15:13:16;1556802796429;BNOA;9.75;-0.33;-0.72
15:13:17;1556802797695;BNOA;9.73;-0.08;-0.61
15:13:18;1556802798959;BNOA;9.75;-0.35;-0.72
15:13:20;1556802800225;BNOA;9.75;-0.4;-0.72
15:13:21;1556802801490;BNOA;9.77;-0.37;-0.74
15:13:22;1556802802753;BNOA;9.75;-0.4;-0.73
15:13:24;1556802804019;BNOA;9.74;-0.39;-0.75
15:13:25;1556802805283;BNOA;9.74;-0.33;-0.76
15:13:26;1556802806546;BNOA;9.72;-0.41;-0.71
15:13:27;1556802807809;BNOA;9.74;-0.42;-0.77
