03:05:32;1556759132731;LORA-BMP;28.08;1004.85;70;34.09;561.05
03:05:34;1556759134499;LORA-BMP;28.2;1004.85;70.34;34.21;579.01
03:05:36;1556759136278;LORA-BMP;28.37;1004.85;70.17;34.22;591.28
03:05:38;1556759138032;LORA-BMP;28.48;1004.85;70;34.2;596.55
03:05:39;1556759139792;LORA-BMP;28.55;1004.85;70.17;34.16;599.22
03:05:41;1556759141555;LORA-BMP;28.59;1004.87;70;34.13;604.64
03:05:43;1556759143316;LORA-BMP;28.61;1004.85;70.17;34.12;606.28
03:05:45;1556759145074;LORA-BMP;28.62;1004.83;70;34.08;611.26
03:05:46;1556759146833;LORA-BMP;28.63;1004.89;70.17;34.08;610.7
03:05:48;1556759148594;LORA-BMP;28.63;1004.87;70.17;34.06;613.5
03:05:50;1556759150357;LORA-BMP;28.63;1004.87;70.17;34.04;616.33
03:05:52;1556759152116;LORA-BMP;28.63;1004.87;70;34.02;616.9
03:05:53;1556759153902;LORA-BMP;28.62;1004.83;70;33.99;618.6
03:05:55;1556759155663;LORA-BMP;28.62;1004.85;70.17;33.99;617.46
03:05:57;1556759157260;LORA-BMP;28.63;1004.87;70.17;33.98;623.79
03:05:59;1556759159019;LORA-BMP;28.62;1004.83;69.84;33.98;620.9
03:06:00;1556759160779;LORA-BMP;28.61;1004.85;70.17;33.99;620.9
03:06:02;1556759162539;LORA-BMP;28.6;1004.83;70;34;621.48
03:06:04;1556759164300;LORA-BMP;28.59;1004.83;70;34.03;623.79
03:06:06;1556759166061;LORA-BMP;28.59;1004.87;70;34.04;621.48
03:06:07;1556759167822;LORA-BMP;28.58;1004.83;70.17;34.05;622.63
03:06:09;1556759169416;LORA-BMP;28.59;1004.85;70.17;34.06;623.21
03:06:11;1556759171204;LORA-BMP;28.58;1004.83;70;34.07;625.54
03:06:12;1556759172968;LORA-BMP;28.57;1004.83;70.17;34.07;623.79
03:06:14;1556759174731;LORA-BMP;28.56;1004.83;70.17;34.09;624.38
03:06:16;1556759176490;LORA-BMP;28.55;1004.85;70;34.1;626.13
03:06:18;1556759178248;LORA-BMP;28.54;1004.85;70;34.11;623.79
03:06:20;1556759180008;LORA-BMP;28.53;1004.85;70.17;34.11;624.96
03:06:21;1556759181773;LORA-BMP;28.53;1004.85;70;34.13;627.3
03:06:23;1556759183534;LORA-BMP;28.52;1004.85;70.34;34.13;624.96
03:06:25;1556759185294;LORA-BMP;28.51;1004.85;70.34;34.15;625.54
03:06:27;1556759187051;LORA-BMP;28.51;1004.87;70.17;34.17;627.3
03:06:28;1556759188848;LORA-BMP;28.5;1004.85;70.34;34.2;626.71
03:06:30;1556759190607;LORA-BMP;28.49;1004.87;70.17;34.19;626.13
03:06:32;1556759192370;LORA-BMP;28.48;1004.85;70;34.19;629.07
03:06:34;1556759194129;LORA-BMP;28.48;1004.85;70.34;34.23;630.26
03:06:35;1556759195887;LORA-BMP;28.47;1004.85;70.34;34.22;627.3
03:06:37;1556759197659;LORA-BMP;28.46;1004.83;70.17;34.22;629.66
03:06:39;1556759199419;LORA-BMP;28.46;1004.85;70.17;34.25;629.66
03:06:41;1556759201176;LORA-BMP;28.46;1004.85;70.34;34.27;629.66
03:06:42;1556759202935;LORA-BMP;28.45;1004.87;70.17;34.3;629.66
03:06:44;1556759204700;LORA-BMP;28.45;1004.85;70.17;34.33;630.85
03:06:46;1556759206484;LORA-BMP;28.44;1004.85;70.34;34.33;626.13
03:06:48;1556759208242;LORA-BMP;28.43;1004.85;70.34;34.36;630.85
03:06:49;1556759209999;LORA-BMP;28.43;1004.87;70.34;34.38;631.44
03:06:51;1556759211760;LORA-BMP;28.43;1004.83;70.17;34.4;626.13
03:06:53;1556759213524;LORA-BMP;28.42;1004.85;70.17;34.43;632.64
03:06:55;1556759215282;LORA-BMP;28.42;1004.85;70.34;34.45;628.48
03:06:57;1556759217042;LORA-BMP;28.41;1004.85;70.34;34.47;629.07
03:06:58;1556759218805;LORA-BMP;28.41;1004.87;70.34;34.5;629.07
03:07:10;1556759230704;LORA-BMP;27.63;1004.81;70.17;35.38;535.89
03:07:12;1556759232458;LORA-BMP;27.77;1004.83;70.34;35.44;564.84
03:07:14;1556759234240;LORA-BMP;27.94;1004.83;70.17;35.38;573.55
