03:05:33;1556759133395;LORA-FSR;0
03:05:35;1556759135148;LORA-FSR;0
03:05:36;1556759136929;LORA-FSR;0
03:05:38;1556759138682;LORA-FSR;0
03:05:40;1556759140444;LORA-FSR;0
03:05:42;1556759142206;LORA-FSR;0
03:05:43;1556759143965;LORA-FSR;0
03:05:45;1556759145723;LORA-FSR;0
03:05:47;1556759147484;LORA-FSR;0
03:05:49;1556759149247;LORA-FSR;0
03:05:51;1556759151006;LORA-FSR;0
03:05:52;1556759152765;LORA-FSR;0
03:05:54;1556759154553;LORA-FSR;0
03:05:56;1556759156146;LORA-FSR;0
03:05:57;1556759157909;LORA-FSR;0
03:05:59;1556759159669;LORA-FSR;0
03:06:01;1556759161429;LORA-FSR;0
03:06:03;1556759163191;LORA-FSR;0
03:06:04;1556759164952;LORA-FSR;0
03:06:06;1556759166712;LORA-FSR;0
03:06:08;1556759168305;LORA-FSR;0
03:06:10;1556759170067;LORA-FSR;0
03:06:11;1556759171856;LORA-FSR;0
03:06:13;1556759173621;LORA-FSR;0
03:06:15;1556759175380;LORA-FSR;0
03:06:17;1556759177138;LORA-FSR;0
03:06:18;1556759178898;LORA-FSR;0
03:06:20;1556759180663;LORA-FSR;0
03:06:22;1556759182425;LORA-FSR;0
03:06:24;1556759184185;LORA-FSR;0
03:06:25;1556759185942;LORA-FSR;0
03:06:27;1556759187700;LORA-FSR;0
03:06:29;1556759189497;LORA-FSR;0
03:06:31;1556759191259;LORA-FSR;0
03:06:33;1556759193020;LORA-FSR;0
03:06:34;1556759194778;LORA-FSR;0
03:06:36;1556759196549;LORA-FSR;0
03:06:38;1556759198310;LORA-FSR;0
03:06:40;1556759200067;LORA-FSR;0
03:06:41;1556759201825;LORA-FSR;0
03:06:43;1556759203590;LORA-FSR;0
03:06:45;1556759205374;LORA-FSR;0
03:06:47;1556759207133;LORA-FSR;0
03:06:48;1556759208890;LORA-FSR;0
03:06:50;1556759210648;LORA-FSR;0
03:06:52;1556759212413;LORA-FSR;0
03:06:54;1556759214172;LORA-FSR;0
03:06:55;1556759215932;LORA-FSR;0
03:06:57;1556759217694;LORA-FSR;0
03:06:59;1556759219456;LORA-FSR;0
03:07:11;1556759231353;LORA-FSR;0
03:07:13;1556759233137;LORA-FSR;0
