03:05:32;1556759132915;LORA-BNOA;1.04;8.84;2.49
03:05:34;1556759134682;LORA-BNOA;1.08;9.33;2.66
03:05:36;1556759136463;LORA-BNOA;1.13;9.33;2.65
03:05:38;1556759138216;LORA-BNOA;1.1;9.33;2.63
03:05:39;1556759139975;LORA-BNOA;1.12;9.32;2.65
03:05:41;1556759141740;LORA-BNOA;1.08;9.33;2.64
03:05:43;1556759143498;LORA-BNOA;1.12;9.31;2.66
03:05:45;1556759145257;LORA-BNOA;1.11;9.33;2.66
03:05:47;1556759147019;LORA-BNOA;1.11;9.31;2.64
03:05:48;1556759148779;LORA-BNOA;1.11;9.32;2.62
03:05:50;1556759150539;LORA-BNOA;1.11;9.34;2.62
03:05:52;1556759152300;LORA-BNOA;1.08;9.3;2.66
03:05:54;1556759154087;LORA-BNOA;1.09;9.33;2.61
03:05:55;1556759155847;LORA-BNOA;1.12;9.31;2.63
03:05:57;1556759157444;LORA-BNOA;1.1;9.34;2.62
03:05:59;1556759159203;LORA-BNOA;1.09;9.35;2.6
03:06:00;1556759160963;LORA-BNOA;1.1;9.32;2.62
03:06:02;1556759162724;LORA-BNOA;1.09;9.34;2.63
03:06:04;1556759164483;LORA-BNOA;1.09;9.33;2.66
03:06:06;1556759166245;LORA-BNOA;1.1;9.33;2.65
03:06:08;1556759168007;LORA-BNOA;1.1;9.33;2.65
03:06:09;1556759169602;LORA-BNOA;1.09;9.32;2.62
03:06:11;1556759171390;LORA-BNOA;1.1;9.33;2.65
03:06:13;1556759173154;LORA-BNOA;1.08;9.32;2.64
03:06:14;1556759174914;LORA-BNOA;1.1;9.33;2.63
03:06:16;1556759176672;LORA-BNOA;1.1;9.32;2.61
03:06:18;1556759178433;LORA-BNOA;1.11;9.33;2.63
03:06:20;1556759180193;LORA-BNOA;1.14;9.33;2.64
03:06:21;1556759181958;LORA-BNOA;1.14;9.35;2.64
03:06:23;1556759183718;LORA-BNOA;1.11;9.32;2.65
03:06:25;1556759185477;LORA-BNOA;1.12;9.34;2.62
03:06:27;1556759187234;LORA-BNOA;1.09;9.32;2.63
03:06:29;1556759189031;LORA-BNOA;1.11;9.32;2.66
03:06:30;1556759190792;LORA-BNOA;1.13;9.33;2.66
03:06:32;1556759192554;LORA-BNOA;1.1;9.32;2.66
03:06:34;1556759194311;LORA-BNOA;1.1;9.31;2.6
03:06:36;1556759196083;LORA-BNOA;1.12;9.33;2.65
03:06:37;1556759197843;LORA-BNOA;1.1;9.33;2.66
03:06:39;1556759199601;LORA-BNOA;1.09;9.34;2.67
03:06:41;1556759201359;LORA-BNOA;1.1;9.34;2.63
03:06:43;1556759203120;LORA-BNOA;1.1;9.33;2.65
03:06:44;1556759204884;LORA-BNOA;1.1;9.34;2.61
03:06:46;1556759206668;LORA-BNOA;1.1;9.34;2.65
03:06:48;1556759208425;LORA-BNOA;1.1;9.3;2.63
03:06:50;1556759210182;LORA-BNOA;1.1;9.34;2.68
03:06:51;1556759211946;LORA-BNOA;1.09;9.33;2.63
03:06:53;1556759213705;LORA-BNOA;1.12;9.32;2.62
03:06:55;1556759215467;LORA-BNOA;1.1;9.33;2.67
03:06:57;1556759217227;LORA-BNOA;1.11;9.33;2.62
03:06:58;1556759218988;LORA-BNOA;1.09;9.33;2.59
03:07:10;1556759230887;LORA-BNOA;1.07;8.83;2.51
03:07:12;1556759232644;LORA-BNOA;1.08;9.36;2.66
03:07:14;1556759234423;LORA-BNOA;1.11;9.33;2.64
