03:05:33;1556759133073;LORA-PITOT;0
03:05:34;1556759134839;LORA-PITOT;0
03:05:36;1556759136621;LORA-PITOT;0
03:05:38;1556759138373;LORA-PITOT;0
03:05:40;1556759140133;LORA-PITOT;0
03:05:41;1556759141897;LORA-PITOT;0
03:05:43;1556759143656;LORA-PITOT;0
03:05:45;1556759145415;LORA-PITOT;0
03:05:47;1556759147176;LORA-PITOT;0
03:05:48;1556759148940;LORA-PITOT;0
03:05:50;1556759150697;LORA-PITOT;0
03:05:52;1556759152457;LORA-PITOT;0
03:05:54;1556759154244;LORA-PITOT;0
03:05:56;1556759156004;LORA-PITOT;0
03:05:57;1556759157602;LORA-PITOT;0
03:05:59;1556759159360;LORA-PITOT;0
03:06:01;1556759161120;LORA-PITOT;0
03:06:02;1556759162882;LORA-PITOT;0
03:06:04;1556759164645;LORA-PITOT;0
03:06:06;1556759166403;LORA-PITOT;0
03:06:08;1556759168163;LORA-PITOT;0
03:06:09;1556759169759;LORA-PITOT;0
03:06:11;1556759171548;LORA-PITOT;0
03:06:13;1556759173312;LORA-PITOT;0
03:06:15;1556759175071;LORA-PITOT;0
03:06:16;1556759176830;LORA-PITOT;0
03:06:18;1556759178590;LORA-PITOT;0
03:06:20;1556759180354;LORA-PITOT;0
03:06:22;1556759182115;LORA-PITOT;0
03:06:23;1556759183876;LORA-PITOT;0
03:06:25;1556759185635;LORA-PITOT;0
03:06:27;1556759187391;LORA-PITOT;0
03:06:29;1556759189189;LORA-PITOT;0
03:06:30;1556759190949;LORA-PITOT;0
03:06:32;1556759192711;LORA-PITOT;0
03:06:34;1556759194469;LORA-PITOT;0
03:06:36;1556759196241;LORA-PITOT;0
03:06:38;1556759198000;LORA-PITOT;0
03:06:39;1556759199759;LORA-PITOT;0
03:06:41;1556759201516;LORA-PITOT;0
03:06:43;1556759203277;LORA-PITOT;0
03:06:45;1556759205042;LORA-PITOT;0
03:06:46;1556759206825;LORA-PITOT;0
03:06:48;1556759208583;LORA-PITOT;0
03:06:50;1556759210341;LORA-PITOT;0
03:06:52;1556759212103;LORA-PITOT;0
03:06:53;1556759213864;LORA-PITOT;0
03:06:55;1556759215624;LORA-PITOT;0
03:06:57;1556759217385;LORA-PITOT;0
03:06:59;1556759219144;LORA-PITOT;0
03:07:11;1556759231045;LORA-PITOT;0
03:07:12;1556759232802;LORA-PITOT;0
