21:34:05;1556825645708;LORABMP;28.97;941.89;611.64;37.58;519.67
21:34:08;1556825648261;LORABMP;28.98;941.91;611.64;37.56;524.97
21:34:10;1556825650812;LORABMP;28.97;941.89;611.64;37.54;522.51
21:34:15;1556825655915;LORABMP;28.98;941.89;611.82;37.51;525.79
21:34:18;1556825658466;LORABMP;28.98;941.89;611.82;37.51;521.69
21:34:21;1556825661016;LORABMP;28.98;941.89;611.82;37.49;525.79
21:34:26;1556825666121;LORABMP;28.98;941.89;611.82;37.46;521.69
21:34:33;1556825673775;LORABMP;28.97;941.89;611.82;37.44;523.32
21:34:36;1556825676328;LORABMP;28.97;941.89;611.64;37.43;525.79
21:34:38;1556825678880;LORABMP;28.97;941.91;611.64;37.41;527.45
21:34:43;1556825683986;LORABMP;28.97;941.89;611.82;37.39;524.97
21:34:46;1556825686539;LORABMP;28.97;941.89;611.82;37.38;529.11
21:34:49;1556825689091;LORABMP;28.97;941.89;611.82;37.38;527.86
21:34:53;1556825693839;LORABMP;28.98;941.87;612;37.34;529.53
21:34:56;1556825696391;LORABMP;28.98;941.87;611.82;37.31;528.28
21:34:58;1556825698942;LORABMP;28.98;941.89;611.82;37.29;526.2
21:35:04;1556825704045;LORABMP;28.97;941.89;611.82;37.26;525.38
21:35:09;1556825709150;LORABMP;28.97;941.89;612;37.24;526.62
21:35:11;1556825711701;LORABMP;28.96;941.91;612;37.22;526.2
21:35:14;1556825714253;LORABMP;28.96;941.87;611.82;37.2;526.2
21:35:16;1556825716805;LORABMP;28.96;941.89;611.82;37.19;526.2
21:35:19;1556825719358;LORABMP;28.96;941.89;611.82;37.2;528.7
21:35:24;1556825724461;LORABMP;28.95;941.89;611.82;37.19;525.38
21:35:27;1556825727013;LORABMP;28.95;941.89;611.82;37.19;527.03
21:35:29;1556825729565;LORABMP;28.95;941.91;611.64;37.2;527.45
21:35:32;1556825732115;LORABMP;28.95;941.91;611.64;37.2;530.79
21:35:36;1556825736859;LORABMP;28.96;941.87;612;37.19;528.7
21:35:39;1556825739053;LORABMP;28.97;941.89;611.82;37.16;532.48
21:35:41;1556825741604;LORABMP;28.97;941.89;612;37.16;532.06
21:35:44;1556825744156;LORABMP;28.96;941.89;611.82;37.16;534.18
