19:34:39;LORA-PITOT;0.001012;9.91;40.39;650.477
19:34:40;LORA-PITOT;0.001012;9.91;40.4;644.217
19:34:42;LORA-PITOT;0.001012;9.91;40.38;647.327
19:34:44;LORA-PITOT;0.001012;9.91;40.38;644.217
19:34:46;LORA-PITOT;0.001012;9.91;40.39;645.457
19:34:48;LORA-PITOT;0.001012;10.08;40.38;645.457
19:35:00;LORA-PITOT;0.001012;9.75;40.38;645.4557
19:35:02;LORA-PITOT;0;0.62;9.3975;40.39;645.4557
19:35:04;LORA-PITOT;0.001012;9.75;40.39;647.3257
19:35:05;LORA-PITOT;0.001012;9.75;40.37;643.5957
19:35:07;LORA-PITOT;0.001012;9.75;40.37;648.5857
19:35:11;LORA-PITOT;0.001012;9.91;40.38;646.7057
19:35:13;LORA-PITOT;0.001012;9.91;40.35;647.3257
19:35:14;LORA-PITOT;0.001012;9.91;40.37;645.4557
19:35:16;LORA-PITOT;0.001012;9.91;40.37;645.4557
19:35:20;LORA-PITOT;0.001012;9.91;40.36;644.2157
19:35:22;LORA-PITOT;0.001012;9.91;40.35;646.0757
19:35:23;LORA-PITOT;0.001012;10.08;40.35;644.217
19:35:27;LORA-PITOT;0.001012;10.08;40.34;644.217
19:35:30;LORA-PITOT;0.001012;10.08;40.33;646.707
19:35:32;LORA-PITOT;0.001012;10.08;40.33;642.977
19:35:34;LORA-PITOT;0.001012;10.08;40.31;641.127
19:35:36;LORA-PITOT;0.001012;10.08;40.31;644.217
19:35:38;LORA-PITOT;0.001012;10.08;40.31;643.597
19:35:43;LORA-PITOT;0.001012;10.08;40.3;646.077
19:35:45;LORA-PITOT;0.001012;10.08;40.31;644.217
19:35:47;LORA-PITOT;0.001012;10.08;40.29;645.457
19:35:48;LORA-PITOT;0.001012;10.08;40.29;644.837
19:35:50;LORA-PITOT;0.001012;10.25;40.31;646.707
19:35:52;LORA-PITOT;0.001012;10.08;40.3;646.077
19:35:54;LORA-PITOT;0.001012;10.08;40.32;642.977
19:35:56;LORA-PITOT;0.001012;10.08;40.31;647.327
19:35:57;LORA-PITOT;0.001012;10.08;40.31;653.647
19:36:03;LORA-PITOT;0.001012;10.08;40.34;649.847
19:36:06;LORA-PITOT;0.001012;10.08;40.36;647.957
19:36:10;LORA-PITOT;0.001012;10.08;40.36;649.217
19:36:12;LORA-PITOT;0.001012;10.08;40.35;649.217
19:36:13;LORA-PITOT;0.001012;10.08;40.36;647.957
19:36:15;LORA-PITOT;0.001012;10.08;40.35;649.217
19:36:19;LORA-PITOT;0.001012;10.08;40.34;647.957
