19:36:21;LORA-PITOT;0.001012;10.08;40.32;653.017
19:36:24;LORA-PITOT;0.001012;9.91;40.31;650.4717
19:36:26;LORA-PITOT;0.001012;9.91;40.3;653.6417
19:36:28;LORA-PITOT;0.001012;9.91;40.3;651.7317
19:36:29;LORA-PITOT;0.001012;10.08;40.29;663.367
19:36:31;LORA-PITOT;0.001012;10.08;40.29;654.927
19:36:33;LORA-PITOT;0.001012;9.91;40.28;651.1027
19:36:35;LORA-PITOT;0.001012;9.91;40.28;652.3727
19:36:37;LORA-PITOT;0.001012;9.75;40.27;651.7327
19:36:38;LORA-PITOT;0.001012;9.91;40.28;651.7327
19:36:40;LORA-PITOT;0.001012;9.91;40.28;650.4727
19:36:42;LORA-PITOT;0.001012;9.75;40.3;653.0127
19:36:44;LORA-PITOT;0.001012;9.75;40.32;649.2127
19:36:47;LORA-PITOT;0.001012;9.75;40.33;655.5627
19:36:49;LORA-PITOT;0.001012;9.75;40.36;656.2127
19:36:51;LORA-PITOT;0.001012;9.75;40.36;656.8527
19:36:55;LORA-PITOT;0.001012;9.75;40.36;654.9227
19:36:56;LORA-PITOT;0.001012;9.91;40.36;656.8527
19:36:58;LORA-PITOT;0.001012;9.91;40.37;654.9227
19:37:00;LORA-PITOT;0.001012;9.91;40.36;651.7327
19:37:02;LORA-PITOT;0.001012;9.91;40.36;655.5627
19:37:04;LORA-PITOT;0.001012;9.91;40.33;652.3727
19:37:05;LORA-PITOT;0.001012;9.91;40.34;658.1427
19:37:07;LORA-PITOT;0.001012;9.91;40.35;657.5027
19:37:09;LORA-PITOT;0.001012;9.91;40.35;657.5027
19:37:11;LORA-PITOT;0.001012;9.91;40.37;656.2127
19:37:14;LORA-PITOT;0.001012;9.91;40.38;656.8527
19:37:16;LORA-PITOT;0.001012;10.08;40.38;656.857
19:37:22;LORA-PITOT;0.001012;10.08;40.41;656.857
19:37:23;LORA-PITOT;0.001012;10.08;40.41;656.857
19:37:25;LORA-PITOT;0.001012;10.08;40.42;654.287
19:37:27;LORA-PITOT;0.001012;10.08;40.44;657.507
19:37:29;LORA-PITOT;0.001012;9.91;40.41;651.7307
19:37:30;LORA-PITOT;0.001012;9.91;40.42;654.9207
19:37:32;LORA-PITOT;0.001012;10.08;40.45;658.797
19:37:36;LORA-PITOT;0.001012;9.91;40.45;654.2857
19:37:39;LORA-PITOT;0.001012;9.91;40.45;657.5057
19:37:41;LORA-PITOT;0.001012;9.91;40.43;654.9257
19:37:43;LORA-PITOT;0.001012;9.91;40.43;656.8557
19:37:45;LORA-PITOT;0.001012;9.91;40.42;659.4457
19:37:47;LORA-PITOT;0.001012;9.91;40.42;654.9257
19:37:48;LORA-PITOT;0.001012;9.75;40.42;657.5057
19:37:50;LORA-PITOT;0.001012;9.91;40.41;656.8557
19:37:52;LORA-PITOT;0.001012;10.08;40.4;656.857
19:37:54;LORA-PITOT;0.001012;9.91;40.4;654.9257
19:37:56;LORA-PITOT;0.001012;9.91;40.42;653.0157
19:37:57;LORA-PITOT;0.001012;10.08;40.42;654.287
19:37:59;LORA-PITOT;0.001012;10.08;40.42;654.927
19:38:01;LORA-PITOT;0.001012;9.75;40.4;655.5627
19:38:03;LORA-PITOT;0.001012;9.91;40.42;656.2127
19:38:04;LORA-PITOT;0.001012;10.08;40.4;656.217
19:38:06;LORA-PITOT;0.001012;9.91;40.39;658.7917
19:38:08;LORA-PITOT;0.001012;9.91;40.4;658.1417
19:38:13;LORA-PITOT;0.001012;9.91;40.4;656.8517
19:38:15;LORA-PITOT;0.001012;10.25;40.4;666.667
19:38:17;LORA-PITOT;0.001012;10.08;40.4;659.447
19:38:19;LORA-PITOT;0.001012;10.08;40.4;658.147
19:38:20;LORA-PITOT;0.001012;10.08;40.41;656.857
19:38:24;LORA-PITOT;0.001012;9.91;40.4;658.7957
19:38:28;LORA-PITOT;0.001012;9.75;40.4;660.7457
19:38:29;LORA-PITOT;0.001012;9.75;40.41;658.7957
19:38:31;LORA-PITOT;0.001012;9.75;40.42;658.1457
19:38:33;LORA-PITOT;0.001012;9.75;40.41;659.4457
19:38:35;LORA-PITOT;0.001012;9.75;40.42;656.2157
19:38:37;LORA-PITOT;0.001012;9.75;40.4;658.1457
19:38:38;LORA-PITOT;0.001012;9.75;40.41;661.3957
19:38:40;LORA-PITOT;0.001012;9.75;40.42;660.0957
19:38:42;LORA-PITOT;0.001012;9.91;40.41;658.7957
19:38:44;LORA-PITOT;0.001012;9.91;40.4;661.3957
19:38:47;LORA-PITOT;0.001012;9.91;40.38;659.4457
19:38:49;LORA-PITOT;0.001012;9.75;40.35;660.7457
19:38:51;LORA-PITOT;0.001012;9.91;40.35;662.0557
19:38:55;LORA-PITOT;0.001012;10.08;40.32;656.857
19:38:58;LORA-PITOT;0;40.32;656.857
19:39:00;LORA-PITOT;0.001012;10.08;40.3;662.707
19:39:02;LORA-PITOT;0.001012;10.08;40.29;662.707
19:39:03;LORA-PITOT;0.001012;10.08;40.24;662.707
19:39:05;LORA-PITOT;0.001012;9.91;40.26;661.3907
19:39:07;LORA-PITOT;0.001012;9.75;40.26;660.0907
19:39:09;LORA-PITOT;0.001012;9.75;40.26;660.7407
19:39:11;LORA-PITOT;0.001012;10.08;40.26;664.687
19:39:12;LORA-PITOT;0.001012;9.75;40.25;660.0987
19:39:14;LORA-PITOT;0.001012;9.75;40.26;659.4487
19:39:19;LORA-PITOT;0.001012;9.75;40.22;660.7487
19:39:21;LORA-PITOT;0.001012;9.75;40.23;663.3687
19:39:23;LORA-PITOT;0.001012;9.91;40.24;660.0987
19:39:25;LORA-PITOT;0.001012;9.91;40.23;664.6887
19:39:28;LORA-PITOT;0.001012;10.08;40.23;662.057
19:39:30;LORA-PITOT;0.001012;10.08;40.21;660.747
19:39:32;LORA-PITOT;0.001012;10.08;40.23;662.707
19:39:34;LORA-PITOT;0.001012;10.08;40.24;663.367
19:39:36;LORA-PITOT;0.001012;9.91;40.26;660.7467
19:39:37;LORA-PITOT;0.001012;9.91;40.29;661.3967
19:39:39;LORA-PITOT;0.001012;9.91;40.3;663.3667
19:39:41;LORA-PITOT;0.001012;9.91;40.32;664.0267
19:39:43;LORA-PITOT;0.001012;9.91;40.31;664.0267
19:39:45;LORA-PITOT;0.001012;9.91;40.31;665.3467
19:39:46;LORA-PITOT;0.001012;9.91;40.3;662.7067
19:39:48;LORA-PITOT;0.001012;9.91;40.3;666.6667
19:39:50;LORA-PITOT;0.001012;10.08;40.29;667.337
19:39:52;LORA-PITOT;0.001012;10.08;40.31;668.667
19:39:53;LORA-PITOT;0.001012;10.08;40.28;667.997
