19:34:53;LORA-BNOA;-0.88;0.62;9.39;40.38;645.457
19:35:02;LORA-BNOA;-0.87;0.62;9.3975;40.39;645.4557
19:35:09;LORA-BNOA;-0.87;0.6;9.4175;40.37;648.5857
19:35:18;LORA-BNOA;-0.84;0.63;9.3891;40.37;645.4557
19:35:25;LORA-BNOA;-0.82;0.6;9.39;40.35;644.217
19:35:28;LORA-BNOA;-0.88;0.61;9.41;40.34;644.217
19:35:41;LORA-BNOA;-0.84;0.62;9.4;40.29;644.217
19:35:59;LORA-BNOA;-0.89;0.66;9.42;40.31;653.647
19:36:01;LORA-BNOA;-0.82;0.58;9.37;40.31;653.647
19:36:22;LORA-BNOA;-0.85;0.62;9.42;40.32;653.017
19:37:12;LORA-BNOA;-0.85;0.59;9.4091;40.37;656.2127
19:37:18;LORA-BNOA;-0.84;0.59;9.39;40.38;656.857
19:38:10;LORA-BNOA;-0.84;0.62;9.4091;40.4;658.1417
19:38:11;LORA-BNOA;-0.84;0.61;9.4391;40.4;658.1417
19:38:26;LORA-BNOA;-0.83;0.66;9.4091;40.4;658.7957
19:38:56;LORA-BNOA;-0.88;0.7;9.37;40.32;656.857
19:39:16;LORA-BNOA;-0.88;0.59;9.4175;40.26;659.4487
19:39:18;LORA-BNOA;-0.86;0.6;9.4475;40.26;659.4487
19:39:26;LORA-BNOA;-0.84;0.6;9.3991;40.23;664.6887
20:01:08;LORA-BNOA;-0.87;0.6;9.4141;39.99;684.397
20:01:09;LORA-BNOA;-0.87;0.58;9.4041;39.99;684.397
20:01:13;LORA-BNOA;-0.86;0.63;9.3941;39.96;697.957
20:01:15;LORA-BNOA;-0.87;0.59;9.4041;39.96;697.957
18:45:38;LORA-BNOA;-1.25;-0.54;-9.85
