19:36:02;LORA-BMP;25.02;1012.06;10.08;40.34;649.847
19:36:04;LORA-BMP;25.02;1012.04;9.91;40.34;648.5847
19:36:06;LORA-BMP;25.01;1012.06;10.08;40.36;647.957
19:36:09;LORA-BMP;25;1012.06;10.08;40.36;649.217
19:36:11;LORA-BMP;25;1012.06;10.08;40.35;649.217
19:36:13;LORA-BMP;25;1012.08;10.08;40.36;647.957
19:36:15;LORA-BMP;25;1012;10.08;40.35;649.217
19:36:17;LORA-BMP;25;1012;10.08;40.33;650.477
19:36:18;LORA-BMP;25;1012.08;10.08;40.34;647.957
19:36:20;LORA-BMP;25;1012.02;10.08;40.32;653.017
19:36:24;LORA-BMP;25;1012.08;9.91;40.31;650.4717
19:36:25;LORA-BMP;25;1012.08;9.91;40.3;653.6417
19:36:27;LORA-BMP;25;1012.08;9.91;40.3;651.7317
19:36:29;LORA-BMP;25.01;1012.08;10.08;40.29;663.367
19:36:31;LORA-BMP;25.01;1012.08;10.08;40.29;654.927
19:36:33;LORA-BMP;25.01;1012.08;9.91;40.28;651.1027
19:36:34;LORA-BMP;25.01;1012.08;9.91;40.28;652.3727
19:36:36;LORA-BMP;25.01;1012.08;9.75;40.27;651.7327
19:36:38;LORA-BMP;25.01;1012.08;9.91;40.28;651.7327
19:36:40;LORA-BMP;25.01;1012.08;9.91;40.28;650.4727
19:36:42;LORA-BMP;25.01;1012.08;9.75;40.3;653.0127
19:36:43;LORA-BMP;25.01;1012.1;9.75;40.32;649.2127
19:36:45;LORA-BMP;25.01;1012.1;9.75;40.33;653.0127
19:36:47;LORA-BMP;25;1012.1;9.75;40.33;655.5627
19:36:49;LORA-BMP;25;1012.1;9.75;40.36;656.2127
19:36:51;LORA-BMP;25;1012.1;9.75;40.36;656.8527
19:36:52;LORA-BMP;25;1012.1;9.75;40.36;655.5627
19:36:54;LORA-BMP;25;1012.04;9.75;40.36;654.9227
19:36:56;LORA-BMP;25;1012.08;9.91;40.36;656.8527
19:36:58;LORA-BMP;25;1012.08;9.91;40.37;654.9227
19:37:00;LORA-BMP;25;1012.08;9.91;40.36;651.7327
19:37:01;LORA-BMP;25;1012.04;9.91;40.36;655.5627
19:37:03;LORA-BMP;25;1012.02;9.91;40.33;652.3727
19:37:05;LORA-BMP;25;1012.08;9.91;40.34;658.1427
19:37:07;LORA-BMP;25;1012.08;9.91;40.35;657.5027
19:37:09;LORA-BMP;25;1012.02;9.91;40.35;657.5027
19:37:10;LORA-BMP;25;1012.02;9.91;40.37;656.2127
19:37:14;LORA-BMP;24.99;1012.02;9.91;40.38;656.8527
19:37:16;LORA-BMP;24.99;1012.04;10.08;40.38;656.857
19:37:19;LORA-BMP;24.99;1012.02;10.25;40.42;656.857
19:37:21;LORA-BMP;24.99;1012.04;10.08;40.41;656.857
19:37:23;LORA-BMP;24.99;1012.04;10.08;40.41;656.857
19:37:25;LORA-BMP;24.99;1012.04;10.08;40.42;654.287
19:37:26;LORA-BMP;24.99;1012.04;10.08;40.44;657.507
19:37:28;LORA-BMP;24.98;1012.04;9.91;40.41;651.7307
19:37:30;LORA-BMP;24.98;1012.06;9.91;40.42;654.9207
19:37:32;LORA-BMP;24.98;1012.04;10.08;40.45;658.797
19:37:34;LORA-BMP;24.98;1012.06;10.08;40.45;656.857
19:37:35;LORA-BMP;24.98;1012.02;9.91;40.45;654.2857
19:37:37;LORA-BMP;24.98;1012.02;9.91;40.45;656.8557
19:37:39;LORA-BMP;24.98;1012.02;9.91;40.45;657.5057
19:37:41;LORA-BMP;24.98;1012.06;9.91;40.43;654.9257
19:37:43;LORA-BMP;24.98;1012.06;9.91;40.43;656.8557
19:37:44;LORA-BMP;24.98;1012.04;9.91;40.42;659.4457
19:37:46;LORA-BMP;24.98;1012.04;9.91;40.42;654.9257
19:37:48;LORA-BMP;24.98;1012.04;9.75;40.42;657.5057
19:37:50;LORA-BMP;24.98;1012.06;9.91;40.41;656.8557
19:37:52;LORA-BMP;24.98;1012.06;10.08;40.4;656.857
19:37:53;LORA-BMP;24.98;1012.04;9.91;40.4;654.9257
19:37:55;LORA-BMP;24.98;1012.06;9.91;40.42;653.0157
19:37:57;LORA-BMP;24.99;1012.04;10.08;40.42;654.287
19:37:59;LORA-BMP;24.99;1012.04;10.08;40.42;654.927
19:38:01;LORA-BMP;24.99;1012.04;9.75;40.4;655.5627
19:38:02;LORA-BMP;25.01;1012.08;9.91;40.42;656.2127
19:38:04;LORA-BMP;25.01;1012.06;10.08;40.4;656.217
19:38:06;LORA-BMP;25;1012.08;9.91;40.39;658.7917
19:38:08;LORA-BMP;25;1012.02;9.91;40.4;658.1417
19:38:13;LORA-BMP;24.99;1012.04;9.91;40.4;656.8517
19:38:15;LORA-BMP;24.99;1012.02;10.25;40.4;666.667
19:38:17;LORA-BMP;24.99;1012.04;10.08;40.4;659.447
19:38:18;LORA-BMP;24.98;1012.04;10.08;40.4;658.147
19:38:20;LORA-BMP;24.98;1012.04;10.08;40.41;656.857
19:38:22;LORA-BMP;24.98;1012.04;9.91;40.4;656.8557
19:38:24;LORA-BMP;24.98;1012.06;9.91;40.4;658.7957
19:38:27;LORA-BMP;24.98;1012.04;9.75;40.4;660.7457
19:38:29;LORA-BMP;24.97;1012.04;9.75;40.41;658.7957
19:38:31;LORA-BMP;24.97;1012.04;9.75;40.42;658.1457
19:38:33;LORA-BMP;24.97;1012.06;9.75;40.41;659.4457
19:38:34;LORA-BMP;24.97;1012.06;9.75;40.42;656.2157
19:38:36;LORA-BMP;24.97;1012.06;9.75;40.4;658.1457
19:38:38;LORA-BMP;24.97;1012.06;9.75;40.41;661.3957
19:38:40;LORA-BMP;24.97;1012.04;9.75;40.42;660.0957
19:38:42;LORA-BMP;24.97;1012.04;9.91;40.41;658.7957
19:38:43;LORA-BMP;24.97;1012.04;9.91;40.4;661.3957
19:38:45;LORA-BMP;24.98;1012.04;9.91;40.4;660.0957
19:38:47;LORA-BMP;24.98;1012.04;9.91;40.38;659.4457
19:38:49;LORA-BMP;24.98;1012.04;9.75;40.35;660.7457
19:38:51;LORA-BMP;24.98;1012.04;9.91;40.35;662.0557
19:38:52;LORA-BMP;24.98;1012.04;9.91;40.33;661.3957
19:38:54;LORA-BMP;24.98;1012;10.08;40.32;656.857
19:39:00;LORA-BMP;24.98;1012.02;10.08;40.3;662.707
19:39:01;LORA-BMP;25;1012.08;10.08;40.29;662.707
19:39:03;LORA-BMP;25.01;1012.06;10.08;40.24;662.707
19:39:05;LORA-BMP;25;1012.08;9.91;40.26;661.3907
19:39:07;LORA-BMP;25;1012.04;9.75;40.26;660.0907
19:39:08;LORA-BMP;24.99;1012.04;9.75;40.26;660.7407
19:39:10;LORA-BMP;24.99;1012.04;10.08;40.26;664.687
19:39:12;LORA-BMP;24.99;1012.06;9.75;40.25;660.0987
19:39:14;LORA-BMP;24.99;1012.06;9.75;40.26;659.4487
19:39:19;LORA-BMP;24.99;1012.04;9.75;40.22;660.7487
19:39:21;LORA-BMP;24.99;1012.04;9.75;40.23;663.3687
19:39:23;LORA-BMP;24.99;1012.04;9.91;40.24;660.0987
19:39:24;LORA-BMP;24.99;1012.04;9.91;40.23;664.6887
19:39:28;LORA-BMP;24.99;1012.04;10.08;40.23;662.057
19:39:30;LORA-BMP;24.99;1012.04;10.08;40.21;660.747
19:39:32;LORA-BMP;24.98;1012.04;10.08;40.23;662.707
19:39:33;LORA-BMP;24.98;1012.06;10.08;40.24;663.367
19:39:35;LORA-BMP;24.98;1012.04;9.91;40.26;660.7467
19:39:37;LORA-BMP;24.98;1012.02;9.91;40.29;661.3967
19:39:39;LORA-BMP;24.98;1012.04;9.91;40.3;663.3667
19:39:41;LORA-BMP;24.98;1012.02;9.91;40.32;664.0267
19:39:42;LORA-BMP;24.98;1012.04;9.91;40.31;664.0267
19:39:44;LORA-BMP;24.98;1012.04;9.91;40.31;665.3467
19:39:46;LORA-BMP;24.97;1012.02;9.91;40.3;662.7067
19:39:48;LORA-BMP;24.97;1012.02;9.91;40.3;666.6667
19:39:50;LORA-BMP;24.97;1012.02;10.08;40.29;667.337
19:39:51;LORA-BMP;24.99;1012.02;10.08;40.31;668.667
19:39:53;LORA-BMP;24.99;1012.02;10.08;40.28;667.997
19:39:58;LORA-BMP;24.97;1012.02;9.91;40.29;666.6697
19:48:34;LORA-BMP;25;1012.08;9.75;40;685.0947
20:01:11;LORA-BMP;25.02;1012.14;9.41;39.96;697.957
20:01:16;LORA-BMP;25.04;1012.12;9.41;39.94;686.497
20:01:18;LORA-BMP;25.04;1012.14;9.41;39.92;688.617
20:48:48;LORA-BMP;24.44;1012.24;8.08;50.07;540.227
