21:34:03;1556825643511;LORABNOA;-1.49;7.95;-5.03
21:34:08;1556825648615;LORABNOA;-1.49;7.97;-5.03
21:34:11;1556825651166;LORABNOA;-1.47;7.95;-5
21:34:13;1556825653718;LORABNOA;-1.47;7.93;-5.01
21:34:16;1556825656269;LORABNOA;-1.49;7.95;-5.01
21:34:21;1556825661371;LORABNOA;-1.47;7.95;-5
21:34:23;1556825663923;LORABNOA;-1.47;7.95;-5.03
21:34:31;1556825671578;LORABNOA;-1.49;7.95;-5.03
21:34:39;1556825679235;LORABNOA;-1.47;7.98;-5.01
21:34:41;1556825681787;LORABNOA;-1.49;7.98;-5.01
21:34:44;1556825684340;LORABNOA;-1.47;7.97;-5.07
21:34:46;1556825686893;LORABNOA;-1.51;7.97;-5.01
21:34:49;1556825689444;LORABNOA;-1.47;7.97;-5.03
21:34:51;1556825691998;LORABNOA;-1.45;7.98;-5
21:34:54;1556825694193;LORABNOA;-1.45;7.93;-5.01
21:34:59;1556825699296;LORABNOA;-1.49;7.95;-5.01
21:35:01;1556825701847;LORABNOA;-1.49;7.98;-5.05
21:35:06;1556825706952;LORABNOA;-1.49;7.93;-5.01
21:35:09;1556825709503;LORABNOA;-1.49;7.95;-5.01
21:35:14;1556825714607;LORABNOA;-1.49;7.97;-5.03
21:35:17;1556825717160;LORABNOA;-1.49;7.97;-5
21:35:22;1556825722263;LORABNOA;-1.47;7.98;-5.03
21:35:24;1556825724816;LORABNOA;-1.51;7.97;-5.03
21:35:32;1556825732470;LORABNOA;-1.49;7.97;-5
21:35:35;1556825735020;LORABNOA;-1.49;7.95;-5.01
21:35:37;1556825737213;LORABNOA;-1.47;7.95;-5.03
21:35:39;1556825739407;LORABNOA;-1.49;7.95;-4.98
21:35:41;1556825741959;LORABNOA;-1.49;7.97;-5.01
